class,linguistic pattern,predicate
http://dbpedia.org/ontology/Country,begrenzt,http://dbpedia.org/ontology/city
http://dbpedia.org/ontology/Country,zweitgrößte,http://dbpedia.org/ontology/country
http://dbpedia.org/ontology/Country,parlamentarische,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Country,lateinisch,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,größten,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,unabhängig,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,deutsche,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Country,bevölkerungsreichsten,http://dbpedia.org/ontology/country
http://dbpedia.org/ontology/Country,weltweit,http://dbpedia.org/ontology/country
http://dbpedia.org/ontology/Country,einzige,http://dbpedia.org/ontology/country
http://dbpedia.org/ontology/Country,Weitere,http://dbpedia.org/ontology/country
http://dbpedia.org/ontology/Country,parlamentarische,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,Vereinten,http://dbpedia.org/ontology/country
http://dbpedia.org/ontology/Country,begrenzt,http://dbpedia.org/ontology/country
http://dbpedia.org/ontology/Country,amtliche,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,größten,http://dbpedia.org/ontology/officialLanguage
http://dbpedia.org/ontology/Country,Vereinten,http://dbpedia.org/ontology/nationality
http://dbpedia.org/ontology/Country,begrenzt,http://dbpedia.org/ontology/nationality
http://dbpedia.org/ontology/Country,westlichen,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,zweitgrößte,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,nördlichen,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,veraltet,http://dbpedia.org/ontology/city
http://dbpedia.org/ontology/Country,deutsche,http://dbpedia.org/ontology/city
http://dbpedia.org/ontology/Country,besiedelt,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,umschlossen,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Country,südlich,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,veraltet,http://dbpedia.org/ontology/nationality
http://dbpedia.org/ontology/Country,deutsche,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,östlichen,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Country,geographisch,http://dbpedia.org/ontology/country
http://dbpedia.org/ontology/Country,heutigen,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,portugiesisch,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Country,britischen,http://dbpedia.org/ontology/nationality
http://dbpedia.org/ontology/Country,russisch,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,Weitere,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Country,bevölkerungsreichsten,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Country,Vereinten,http://dbpedia.org/ontology/officialLanguage
http://dbpedia.org/ontology/Country,einzige,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Country,dicht,http://dbpedia.org/ontology/city
http://dbpedia.org/ontology/Country,amtliche,http://dbpedia.org/ontology/city
http://dbpedia.org/ontology/Country,nördlichen,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,veraltet,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,existent,http://dbpedia.org/ontology/country
http://dbpedia.org/ontology/Country,dicht,http://dbpedia.org/ontology/country
http://dbpedia.org/ontology/Country,geographisch,http://dbpedia.org/ontology/nationality
http://dbpedia.org/ontology/Country,getrennt,http://dbpedia.org/ontology/nationality
http://dbpedia.org/ontology/Country,östlich,http://dbpedia.org/ontology/country
http://dbpedia.org/ontology/Country,zweitgrößte,http://dbpedia.org/ontology/nationality
http://dbpedia.org/ontology/Country,südlich,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Country,deutschen,http://dbpedia.org/ontology/country
http://dbpedia.org/ontology/Country,östlich,http://dbpedia.org/ontology/nationality
http://dbpedia.org/ontology/Country,geographisch,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Country,getrennt,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Country,amtlich,http://dbpedia.org/ontology/starring
http://dbpedia.org/ontology/Country,russisch,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,südlichen,http://dbpedia.org/ontology/officialLanguage
http://dbpedia.org/ontology/Country,unabhängig,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,gelegene,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Country,amtliche,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,besiedelt,http://dbpedia.org/ontology/city
http://dbpedia.org/ontology/Country,Vereinten,http://dbpedia.org/ontology/city
http://dbpedia.org/ontology/Country,begrenzt,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,südlich,http://dbpedia.org/ontology/city
http://dbpedia.org/ontology/Country,kleinste,http://dbpedia.org/ontology/city
http://dbpedia.org/ontology/Country,gelegene,http://dbpedia.org/ontology/nationality
http://dbpedia.org/ontology/Country,ungefähr,http://dbpedia.org/ontology/nationality
http://dbpedia.org/ontology/Country,gelegene,http://dbpedia.org/ontology/city
http://dbpedia.org/ontology/Country,besiedelt,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,westlichen,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,einzige,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,dicht,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Country,,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,amtliche,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Country,existent,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,demokratischer,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,wichtige,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,umfasste,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,deutsche,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,nördlichen,http://dbpedia.org/ontology/country
http://dbpedia.org/ontology/Country,russisch,http://dbpedia.org/ontology/country
http://dbpedia.org/ontology/Country,besiedelt,http://dbpedia.org/ontology/nationality
http://dbpedia.org/ontology/Country,umfasste,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,gelegene,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,niederländisch,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,getrennt,http://dbpedia.org/ontology/city
http://dbpedia.org/ontology/Country,geographisch,http://dbpedia.org/ontology/city
http://dbpedia.org/ontology/Country,britischen,http://dbpedia.org/ontology/city
http://dbpedia.org/ontology/Country,veraltet,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,europäischen,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,bestehende,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,einzige,http://dbpedia.org/ontology/nationality
http://dbpedia.org/ontology/Country,westlichen,http://dbpedia.org/ontology/city
http://dbpedia.org/ontology/Country,britische,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,einzige,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,umgangssprachlich,http://dbpedia.org/ontology/country
http://dbpedia.org/ontology/Country,getrennt,http://dbpedia.org/ontology/country
http://dbpedia.org/ontology/Country,Vereinten,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Country,kleinste,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Country,ehemaligen,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,gelegene,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,niederländisch,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,portugiesisch,http://dbpedia.org/ontology/country
http://dbpedia.org/ontology/Country,westlichen,http://dbpedia.org/ontology/country
http://dbpedia.org/ontology/Country,französischen,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,Russischen,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,seltener,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,unabhängiger,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,flächenmäßig,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,westlichen,http://dbpedia.org/ontology/nationality
http://dbpedia.org/ontology/Country,portugiesisch,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,weltweit,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,bevölkerungsreichsten,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,Weitere,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,einzige,http://dbpedia.org/ontology/officialLanguage
http://dbpedia.org/ontology/Country,begrenzt,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,ungefähr,http://dbpedia.org/ontology/city
http://dbpedia.org/ontology/Country,umschlossen,http://dbpedia.org/ontology/city
http://dbpedia.org/ontology/Country,politische,http://dbpedia.org/ontology/city
http://dbpedia.org/ontology/Country,Vereinten,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,portugiesisch,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,türkisch,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,bestehende,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,umschlossen,http://dbpedia.org/ontology/country
http://dbpedia.org/ontology/Country,ungefähr,http://dbpedia.org/ontology/country
http://dbpedia.org/ontology/Country,offiziell,http://dbpedia.org/ontology/officialLanguage
http://dbpedia.org/ontology/Country,nördlichen,http://dbpedia.org/ontology/city
http://dbpedia.org/ontology/Country,geographisch,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,getrennt,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,östlich,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,nördlichen,http://dbpedia.org/ontology/nationality
http://dbpedia.org/ontology/Country,südlich,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,umgangssprachlich,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Country,existent,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,demokratischer,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,wichtige,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,östlichen,http://dbpedia.org/ontology/city
http://dbpedia.org/ontology/Country,westlichen,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Country,britischen,http://dbpedia.org/ontology/officialLanguage
http://dbpedia.org/ontology/Country,gehörende,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,geographisch,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,umgangssprachlich,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,gelegenen,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,lateinisch,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,östlich,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Country,estnischen,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,gelegenen,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,östlichen,http://dbpedia.org/ontology/country
http://dbpedia.org/ontology/Country,politische,http://dbpedia.org/ontology/nationality
http://dbpedia.org/ontology/Country,östlichen,http://dbpedia.org/ontology/nationality
http://dbpedia.org/ontology/Country,östlich,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,europäischen,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Country,westlich,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,serbokroatisch,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,dicht,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,Vereinigten,http://dbpedia.org/ontology/ground
http://dbpedia.org/ontology/Country,ehemaligen,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Country,ehemaligen,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,Russischen,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,deutsche,http://dbpedia.org/ontology/nationality
http://dbpedia.org/ontology/Country,östlichen,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,gelegenen,http://dbpedia.org/ontology/city
http://dbpedia.org/ontology/Country,deutschen,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,international,http://dbpedia.org/ontology/country
http://dbpedia.org/ontology/Country,deutsch,http://dbpedia.org/ontology/routeEnd
http://dbpedia.org/ontology/Country,estnisch,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,flächenmäßig,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,seltener,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,kleinste,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,deutschen,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,gelegenen,http://dbpedia.org/ontology/country
http://dbpedia.org/ontology/Country,britischen,http://dbpedia.org/ontology/country
http://dbpedia.org/ontology/Country,französisches,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,georgisch,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,Weitere,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,bevölkerungsreichsten,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,souveräner,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,weltweit,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,östlich,http://dbpedia.org/ontology/officialLanguage
http://dbpedia.org/ontology/Country,Vereinten,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,unabhängiger,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,politische,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,europäischen,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,größeren,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Country,westlich,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,Sozialistische,http://dbpedia.org/ontology/country
http://dbpedia.org/ontology/Country,bestehende,http://dbpedia.org/ontology/country
http://dbpedia.org/ontology/Country,kroatisch,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,kleinste,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,britische,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,italienisch,http://dbpedia.org/ontology/officialLanguage
http://dbpedia.org/ontology/Country,umgangssprachlich,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,gesamte,http://dbpedia.org/ontology/country
http://dbpedia.org/ontology/Country,britischen,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Country,Sozialistischen,http://dbpedia.org/ontology/country
http://dbpedia.org/ontology/Country,ehemaligen,http://dbpedia.org/ontology/officialLanguage
http://dbpedia.org/ontology/Country,nördlich,http://dbpedia.org/ontology/city
http://dbpedia.org/ontology/Country,gelegene,http://dbpedia.org/ontology/officialLanguage
http://dbpedia.org/ontology/Country,dicht,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,wirtschaftliche,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,irischen,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,Wiener,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,häufig,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,gleichnamige,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,wörtlich,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,getrennt,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,slowenisch,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,östlich,http://dbpedia.org/ontology/city
http://dbpedia.org/ontology/Country,umbenannt,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,umschlossen,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,vollständig,http://dbpedia.org/ontology/city
http://dbpedia.org/ontology/Country,ehemalige,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,heutigen,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,deutsch,http://dbpedia.org/ontology/routeStart
http://dbpedia.org/ontology/Country,Demokratischen,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,politische,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,italienisch,http://dbpedia.org/ontology/city
http://dbpedia.org/ontology/Country,nördlich,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,politische,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Country,englisch,http://dbpedia.org/ontology/ground
http://dbpedia.org/ontology/Country,gleichzeitig,http://dbpedia.org/ontology/city
http://dbpedia.org/ontology/Country,spanischen,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,ungefähr,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,umschlossen,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,serbokroatisch,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,letzten,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,türkisch,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,internationalen,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,irisch,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,gegründeten,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,gesamte,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,italienisch,http://dbpedia.org/ontology/nationality
http://dbpedia.org/ontology/Country,selbständige,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,gesamte,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,polnisch,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,gelegene,http://dbpedia.org/ontology/country
http://dbpedia.org/ontology/Country,gleichzeitig,http://dbpedia.org/ontology/country
http://dbpedia.org/ontology/Country,südlich,http://dbpedia.org/ontology/nationality
http://dbpedia.org/ontology/Country,offizielle,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,international,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Country,vollständig,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Country,Deutschen,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,gesamten,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,entfernt,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,nördlich,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,gesamte,http://dbpedia.org/ontology/city
http://dbpedia.org/ontology/Country,unabhängig,http://dbpedia.org/ontology/city
http://dbpedia.org/ontology/Country,italienisch,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Country,spanische,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,wörtlich,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,slowenisch,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,Deutschen,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,weitgehend,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,unabhängig,http://dbpedia.org/ontology/country
http://dbpedia.org/ontology/Country,international,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,international,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,niederländisch,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Country,gleichzeitig,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Country,Zweiten,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,äußersten,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,unabhängig,http://dbpedia.org/ontology/nationality
http://dbpedia.org/ontology/Country,ungefähr,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,Roten,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,faktisch,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,spanischen,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,historischen,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,britisches,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,französischen,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Country,international,http://dbpedia.org/ontology/city
http://dbpedia.org/ontology/Country,gesamte,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Country,oberbayerischen,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Country,unabhängig,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Country,italienisch,http://dbpedia.org/ontology/country
http://dbpedia.org/ontology/Country,vollständig,http://dbpedia.org/ontology/country
http://dbpedia.org/ontology/Country,westlich,http://dbpedia.org/ontology/city
http://dbpedia.org/ontology/Country,ehemaligen,http://dbpedia.org/ontology/city
http://dbpedia.org/ontology/Country,südlich,http://dbpedia.org/ontology/country
http://dbpedia.org/ontology/Country,damaligen,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,offizielle,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,französischen,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,entfernt,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,historische,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,größeren,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,gesamten,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,schwäbischen,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,historischen,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,britisches,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,russisch,http://dbpedia.org/ontology/nationality
http://dbpedia.org/ontology/Country,östlichen,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,deutsch,http://dbpedia.org/ontology/ground
http://dbpedia.org/ontology/Country,niederländisch,http://dbpedia.org/ontology/country
http://dbpedia.org/ontology/Country,heutige,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,weitgehend,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,französische,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,polnisch,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,ehemaligen,http://dbpedia.org/ontology/nationality
http://dbpedia.org/ontology/Country,unabhängige,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,äußersten,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,gleichzeitig,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,vollständig,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,westlich,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Country,heutige,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,gleichnamigen,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,nördlich,http://dbpedia.org/ontology/country
http://dbpedia.org/ontology/Country,gleichzeitig,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,gleichnamigen,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Country,ehemalige,http://dbpedia.org/ontology/city
http://dbpedia.org/ontology/Country,französische,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,oberbayerischen,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,nördlich,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Country,gleichnamigen,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,ehemaligen,http://dbpedia.org/ontology/country
http://dbpedia.org/ontology/Country,vollständig,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,ehemalige,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Country,russisch,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Country,oberbayerischen,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Country,ehemalige,http://dbpedia.org/ontology/country
http://dbpedia.org/ontology/Country,ehemalige,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,französische,http://dbpedia.org/ontology/city
http://dbpedia.org/ontology/Country,heutigen,http://dbpedia.org/ontology/country
http://dbpedia.org/ontology/Country,deutscher,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Country,deutscher,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/ontology/Country,deutscher,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/ontology/Boxer,ehemaliger,http://dbpedia.org/ontology/successor
http://dbpedia.org/ontology/Boxer,britischer,http://dbpedia.org/ontology/successor
http://dbpedia.org/ontology/Boxer,russisch,http://dbpedia.org/ontology/successor
http://dbpedia.org/ontology/Boxer,deutscher,http://dbpedia.org/ontology/starring
http://dbpedia.org/ontology/Boxer,ehemaliger,http://dbpedia.org/ontology/starring
http://dbpedia.org/ontology/Boxer,regulärer,http://dbpedia.org/ontology/successor
http://dbpedia.org/ontology/Boxer,aktueller,http://dbpedia.org/ontology/successor
http://dbpedia.org/ontology/Boxer,russischer,http://dbpedia.org/ontology/successor
http://dbpedia.org/ontology/Boxer,jüngere,http://dbpedia.org/ontology/successor
http://dbpedia.org/ontology/Boxer,puerto-ricanischer,http://dbpedia.org/ontology/successor
http://dbpedia.org/ontology/Boxer,italienischer,http://dbpedia.org/ontology/starring
http://dbpedia.org/ontology/Boxer,bedeutenden,http://dbpedia.org/ontology/successor
http://dbpedia.org/ontology/Boxer,trainiert,http://dbpedia.org/ontology/successor
http://dbpedia.org/ontology/Boxer,italienischer,http://dbpedia.org/ontology/successor
