class,linguistic pattern,predicate
http://dbpedia.org/ontology/Lake,europäischen,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,parallel,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,spanischen,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,kasachisch,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,linker,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,Blaue,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,niedersorbisch,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,obersorbisch,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,schleswig-holsteinischen,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,landwirtschaftliche,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,verlandet,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,permanent,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,Zuständig,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,peruanischen,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,untere,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,Weiße,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,Weißen,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,fertiggestellte,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,gemeinsam,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,älteste,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,hessischen,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,nördlichste,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,ursprüngliche,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,portugiesisch,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,historische,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,lettisch,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,kurze,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,südamerikanischen,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,runde,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,regionalen,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,überquert,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,unregelmäßig,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,größer,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,einzigen,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,alter,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,vorwiegend,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,wichtigste,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,wahrscheinlich,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,Bayerischen,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,größter,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,Bremer,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,streng,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,zentral,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,seltene,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,errichteten,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,bulgarische,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,lateinisch,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,Rund,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,überliefert,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,längste,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,beliebten,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,indonesischen,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,ständig,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,größeres,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,umgebenden,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,Österreichischen,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,veraltet,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,abgetrennt,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,offene,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,regelmäßig,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,gekrümmte,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,grenzen,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,typischer,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,gelegenes,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,Einziger,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,grösste,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,umgebene,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,touristisches,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,US-amerikanische,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,nächste,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,alte,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,wichtige,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,reichen,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,klar,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,südöstliche,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,geplante,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,bestehende,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,eigentliche,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,landwirtschaftlichen,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,genannte,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,nordrhein-westfälischen,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,offizielle,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,tektonischen,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,geringe,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,persisch,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,friert,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,Roten,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,sogenannte,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,markanten,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,Großen,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,glazialer,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,markante,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,südlichsten,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,kurzer,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,ältesten,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,ausgedehnten,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,unterirdischen,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,gehörende,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,verbundene,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,gänzlich,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,griechischen,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,öffentlich,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,öffentliche,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,französische,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,geringer,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,oberste,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,grob,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,nordöstliche,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,geringem,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,Zweiten,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,typische,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,ukrainischen,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,damaligen,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,kommenden,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,besiedelten,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,hydraulische,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,pH-Wert,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,unbewaldet,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,untersuchten,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,trockenen,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,südwestliche,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,bedingt,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,verlandeten,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,starke,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,reich,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,extrem,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,nächsten,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,näheren,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,bekannten,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,tschechisch,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,starken,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,häufig,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,unmittelbaren,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,genutzten,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,örtlichen,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,elektrische,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,entfernte,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,beliebte,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,längliche,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,ha,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,mongolisch,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,halben,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,umbenannt,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,geformte,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,bekanntesten,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,slawisch,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,schwedisch,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,dauerhaft,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,Demokratischen,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,belarussisch,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,Nürnberger,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,betriebene,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,durchgängig,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,doppelt,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,offenen,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,Alte,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,gleichen,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,installierten,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,kommende,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,Zusätzlich,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,entsprechend,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,kleinerer,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,amtlich,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,älterer,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,slowenisch,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,besiedelt,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,serbisch,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,ähnlich,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,dortigen,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,estnisch,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,namengebenden,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,Europäischen,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,schwer,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,geographischen,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,dicht,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,schwach,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,elektrischer,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,frühen,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,Wichtige,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,Alten,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,eigentlichen,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,betreten,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,städtischen,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,mehrfach,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,nahegelegene,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,erheblich,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,kreisfreien,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,genutzte,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,befahren,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,slawische,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,jährlichen,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,östliches,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,großem,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,zweigt,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,umgeleitet,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,Groß,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,landschaftlich,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,guten,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,tibetisch,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,bestehend,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,einziger,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,seltener,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,neuntgrößte,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,geschaffener,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,späten,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,verbundenen,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,ganzjährig,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,gegründeten,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,ausgezeichnet,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,Bayerische,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,brasilianischen,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,irisch,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,Größere,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,Amerikanischen,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,sichtbar,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,niederländischen,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,ausgewiesenen,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,öffentlichen,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,schönsten,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,intensiv,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,unterirdische,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,eiszeitliche,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,besondere,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,amtlichen,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,zahlreicher,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,einzelnen,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,gemeinsame,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,überspannt,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,gegliederten,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,beliebtesten,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,wichtigen,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,grösseren,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,schwimmenden,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,bewässert,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,indonesisch,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,jährliche,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,westafrikanischen,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,restliche,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,sonstigen,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,georgisch,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,Weitere,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,ovalen,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,lokale,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,Münchner,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,1970er-Jahren,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,erstreckende,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,gegliedertes,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,verlaufende,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,deutscher,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,genau,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,nennenswerte,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,Heilige,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,unbewohnten,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,lokalen,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,geplanten,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,langes,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,gebauten,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,stehende,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,zugefroren,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,alternative,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,sächsischen,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,umgesiedelt,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,weite,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,sandig,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,bewachsene,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,folgenden,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,touristische,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,dünn,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,breiteste,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,umrundet,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,kartierte,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,kleineres,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,Rote,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,unterste,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,ansässigen,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,mittig,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,bestehenden,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,dicken,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,lateinischen,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,niederländisch,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,Tiefer,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,weiten,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,transkribierten,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,frei,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,Neue,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,regulieren,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,privaten,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,ausgedehnte,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,sichtbaren,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,verschiedener,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,nördliches,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,ausgebaggerten,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,pfälzischen,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,flaches,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,größtes,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,nordsamisch,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,abstrom,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,stärksten,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,niedrige,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,britische,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,zugängliche,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,hügelig,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,anschließende,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,breites,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,moorig,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,stehenden,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,rechtlich,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,entsprechenden,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,westlichste,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,trocknet,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,übrigen,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,kaschubisch,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,geeignet,http://dbpedia.org/ontology/locatedInArea
http://dbpedia.org/ontology/Lake,dichten,http://dbpedia.org/ontology/locatedInArea
