LemonEntry,partOfSpeech,writtenFormInfinitive,writtenFormThridPerson,writtenFormPast,writtenFormPerfect,preposition,SyntacticFrame,subject,prepositionalAdjunct,sense,reference,domain,range
vorstellen,verb,vorstellen,stellt vor,stellte vor,vorgestellt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person
fahren,verb,fahren,fährt,fuhr,gefahren,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person
tanzen,verb,tanzen,tanzt,tanzte,getanzt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person
existieren,verb,existieren,existiert,existierte,existiert,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person
tanzen,verb,tanzen,tanzt,tanzte,getanzt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person
schlagen,verb,schlagen,schlägt,schlug,geschlagen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language
verlieren,verb,verlieren,verliert,verlor,verloren,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country
raten,verb,raten,rät,riet,geraten,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person
fallen,verb,fallen,fällt,fiel,gefallen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person
verlieren,verb,verlieren,verliert,verlor,verloren,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person
fallen,verb,fallen,fällt,fiel,gefallen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country
raten,verb,raten,rät,riet,geraten,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person
gelingen,verb,gelingen,gelingt,gelang,gelungen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language
tanzen,verb,tanzen,tanzt,tanzte,getanzt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language
bauen,verb,bauen,baut,baute,gebaut,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person
raten,verb,raten,rät,riet,geraten,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person
existieren,verb,existieren,existiert,existierte,existiert,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person
tanzen,verb,tanzen,tanzt,tanzte,getanzt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person
bauen,verb,bauen,baut,baute,gebaut,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person
strahlen,verb,strahlen,strahlt,strahlte,gestrahlt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person
bauen,verb,bauen,baut,baute,gebaut,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person
kritisieren,verb,kritisieren,kritisiert,kritisierte,kritisiert,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person
gelingen,verb,gelingen,gelingt,gelang,gelungen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person
raten,verb,raten,rät,riet,geraten,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person
bauen,verb,bauen,baut,baute,gebaut,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person
verlieren,verb,verlieren,verliert,verlor,verloren,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language
fallen,verb,fallen,fällt,fiel,gefallen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language
heiraten,verb,heiraten,heiratet,heiratete,geheiratet,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person
heiraten,verb,heiraten,heiratet,heiratete,geheiratet,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person
sorgen,verb,sorgen,sorgt,sorgte,gesorgt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person
gelingen,verb,gelingen,gelingt,gelang,gelungen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person
tanzen,verb,tanzen,tanzt,tanzte,getanzt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country
kritisieren,verb,kritisieren,kritisiert,kritisierte,kritisiert,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person
