LemonEntry,partOfSpeech,gender,writtenFormNominative(singular),writtenFormNominative (plural),writtenFormSingular (accusative),writtenFormSingular (dative),writtenFormSingular (genetive),preposition,SyntacticFrame,copulativeArg,prepositionalAdjunct,sense,reference,domain,range
Sowjetrepublik,noun,f,Sowjetrepublik,Sowjetrepubliken,Sowjetrepublik,Sowjetrepublik,Sowjetrepublik,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Commonwealth,noun,n,m,Commonwealth,,Commonwealth,Commonwealth,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Abkürzung,noun,f,Abkürzung,Abkürzungen,Abkürzung,Abkürzung,Abkürzung,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/timeZone,	http://dbpedia.org/ontology/Town	,xsd:string        
Verfassung,noun,f,Verfassung,Verfassungen,Verfassung,Verfassung,Verfassung,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/currency,	http://dbpedia.org/ontology/Country	,http://dbpedia.org/ontology/Currency  
Überseegebiet,noun,n,Überseegebiet,Überseegebiete,Überseegebieten,Überseegebiete,Überseegebiets,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/areaCode,	http://dbpedia.org/ontology/Place	,xsd:string        
Erde,noun,f,Erde,Erden,Erden,Erde,Erde,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/areaCode,	http://dbpedia.org/ontology/Place	,xsd:string        
Staatsgebiet,noun,n,Staatsgebiet,Staatsgebiete,Staatsgebiete,Staatsgebiete,Staatsgebietes,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/timeZone,	http://dbpedia.org/ontology/Town	,xsd:string        
Burenrepublik,noun,f,Burenrepublik,Burenrepubliken,Burenrepublik,Burenrepublik,Burenrepublik,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/officialLanguage,	http://dbpedia.org/ontology/Country	,http://dbpedia.org/ontology/Language  
Vollform,noun,f,Vollform,Vollformen,Vollform,Vollform,Vollform,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/timeZone,	http://dbpedia.org/ontology/Town	,xsd:string        
Khan,noun,m,Khan,Khane,Khan,Khan,Khans,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location	,xsd:double                     
Südosten,noun,m,Südosten,—,Südosten,Südosten,Südostens,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/timeZone,	http://dbpedia.org/ontology/Town	,xsd:string        
Kolonie,noun,f,Kolonie,Kolonien,Kolonie,Kolonie,Kolonie,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/currency,	http://dbpedia.org/ontology/Country	,http://dbpedia.org/ontology/Currency  
Mitglied,noun,n,Mitglied,Mitglieder,Mitgliede,Mitglieder,Mitgliedes,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/timeZone,	http://dbpedia.org/ontology/Town	,xsd:string        
Monarchie,noun,f,Monarchie,Monarchien,Monarchie,Monarchie,Monarchie,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location	,xsd:double                     
Aussprache,noun,f,Aussprache,Aussprachen,Aussprache,Aussprache,Aussprache,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/currency,	http://dbpedia.org/ontology/Country	,http://dbpedia.org/ontology/Currency  
Bezeichnung,noun,f,Bezeichnung,Bezeichnungen,Bezeichnung,Bezeichnung,Bezeichnung,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Kolonie,noun,f,Kolonie,Kolonien,Kolonie,Kolonie,Kolonie,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/officialLanguage,	http://dbpedia.org/ontology/Country	,http://dbpedia.org/ontology/Language  
Südosten,noun,m,Südosten,—,Südosten,Südosten,Südostens,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/currency,	http://dbpedia.org/ontology/Country	,http://dbpedia.org/ontology/Currency  
Republik,noun,f,Republik,Republiken,Republik,Republik,Republik,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/governmentType,	http://dbpedia.org/ontology/Country	,http://dbpedia.org/ontology/GovernmentType
Südwesten,noun,m,Südwesten,—,Südwesten,Südwesten,Südwestens,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/timeZone,	http://dbpedia.org/ontology/Town	,xsd:string        
Inselgruppe,noun,f,Inselgruppe,Inselgruppen,Inselgruppe,Inselgruppe,Inselgruppe,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/areaCode,	http://dbpedia.org/ontology/Place	,xsd:string        
Antillen,noun,f,—,Antillen,—,—,—,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/areaCode,	http://dbpedia.org/ontology/Place	,xsd:string        
Südwesten,noun,m,Südwesten,—,Südwesten,Südwesten,Südwestens,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/currency,	http://dbpedia.org/ontology/Country	,http://dbpedia.org/ontology/Currency  
Königreich,noun,n,Königreich,Königreiche,Königreiche,Königreiche,Königreiches,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/governmentType,	http://dbpedia.org/ontology/Country	,http://dbpedia.org/ontology/GovernmentType
Nordwesten,noun,m,Nordwesten,—,Nordwesten,Nordwesten,Nordwestens,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/timeZone,	http://dbpedia.org/ontology/Town	,xsd:string        
Sowjetunion,noun,f,Sowjetunion,—,Sowjetunion,Sowjetunion,Sowjetunion,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/officialLanguage,	http://dbpedia.org/ontology/Country	,http://dbpedia.org/ontology/Language  
NATO,noun,f,NATO,—,NATO,NATO,NATO,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/timeZone,	http://dbpedia.org/ontology/Town	,xsd:string        
Sowjetrepublik,noun,f,Sowjetrepublik,Sowjetrepubliken,Sowjetrepublik,Sowjetrepublik,Sowjetrepublik,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location	,xsd:double                     
Vollform,noun,f,Vollform,Vollformen,Vollform,Vollform,Vollform,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/currency,	http://dbpedia.org/ontology/Country	,http://dbpedia.org/ontology/Currency  
Überseegebiet,noun,n,Überseegebiet,Überseegebiete,Überseegebieten,Überseegebiete,Überseegebiets,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Verfassung,noun,f,Verfassung,Verfassungen,Verfassung,Verfassung,Verfassung,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/officialLanguage,	http://dbpedia.org/ontology/Country	,http://dbpedia.org/ontology/Language  
Pazifik,noun,m,Pazifik,—,—,—,Pazifik,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/areaCode,	http://dbpedia.org/ontology/Place	,xsd:string        
Quadratkilometer,noun,m,Quadratkilometer,Quadratkilometer,Quadratkilometer,Quadratkilometer,Quadratkilometers,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/timeZone,	http://dbpedia.org/ontology/Town	,xsd:string        
Mittelmeer,noun,n,Mittelmeer,—,—,—,Mittelmeers,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/currency,	http://dbpedia.org/ontology/Country	,http://dbpedia.org/ontology/Currency  
Inselgruppe,noun,f,Inselgruppe,Inselgruppen,Inselgruppe,Inselgruppe,Inselgruppe,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Mitglied,noun,n,Mitglied,Mitglieder,Mitgliede,Mitglieder,Mitgliedes,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/currency,	http://dbpedia.org/ontology/Country	,http://dbpedia.org/ontology/Currency  
Antillen,noun,f,—,Antillen,—,—,—,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Union,noun,f,Union,Unionen,Union,Union,Union,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/currency,	http://dbpedia.org/ontology/Country	,http://dbpedia.org/ontology/Currency  
Südosteuropa,noun,n,Südosteuropa,—,Südosteuropa,Südosteuropa,Südosteuropas,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/currency,	http://dbpedia.org/ontology/Country	,http://dbpedia.org/ontology/Currency  
Ungar,noun,m,Ungar,Ungarn,Ungarn,Ungarn,Ungarn,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/currency,	http://dbpedia.org/ontology/Country	,http://dbpedia.org/ontology/Currency  
Volksrepublik,noun,f,Volksrepublik,Volksrepubliken,Volksrepublik,Volksrepublik,Volksrepublik,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/areaCode,	http://dbpedia.org/ontology/Place	,xsd:string        
Name,noun,m,Name,Namen,Namen,Namen,Namens,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/currency,	http://dbpedia.org/ontology/Country	,http://dbpedia.org/ontology/Currency  
Abkürzung,noun,f,Abkürzung,Abkürzungen,Abkürzung,Abkürzung,Abkürzung,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location	,xsd:double                     
Atlantik,noun,m,Atlantik,—,—,—,Atlantiks,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/areaCode,	http://dbpedia.org/ontology/Place	,xsd:string        
Khan,noun,m,Khan,Khane,Khan,Khan,Khans,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Mittelmeer,noun,n,Mittelmeer,—,—,—,Mittelmeers,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/timeZone,	http://dbpedia.org/ontology/Town	,xsd:string        
Südosteuropa,noun,n,Südosteuropa,—,Südosteuropa,Südosteuropa,Südosteuropas,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/timeZone,	http://dbpedia.org/ontology/Town	,xsd:string        
NATO,noun,f,NATO,—,NATO,NATO,NATO,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/currency,	http://dbpedia.org/ontology/Country	,http://dbpedia.org/ontology/Currency  
Abkürzung,noun,f,Abkürzung,Abkürzungen,Abkürzung,Abkürzung,Abkürzung,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/officialLanguage,	http://dbpedia.org/ontology/Country	,http://dbpedia.org/ontology/Language  
Quadratkilometer,noun,m,Quadratkilometer,Quadratkilometer,Quadratkilometer,Quadratkilometer,Quadratkilometers,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/currency,	http://dbpedia.org/ontology/Country	,http://dbpedia.org/ontology/Currency  
Gebiet,noun,n,Gebiet,Gebiete,Gebiete,Gebiete,Gebiets,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/currency,	http://dbpedia.org/ontology/Country	,http://dbpedia.org/ontology/Currency  
Fürst,noun,m,Fürst,Fürsten,Fürsten,Fürsten,Fürsten,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Niederlande,noun,0,—,Niederlande,—,—,—,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/currency,	http://dbpedia.org/ontology/Country	,http://dbpedia.org/ontology/Currency  
Bundesrepublik,noun,f,Bundesrepublik,Bundesrepubliken,Bundesrepublik,Bundesrepublik,Bundesrepublik,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/officialLanguage,	http://dbpedia.org/ontology/Country	,http://dbpedia.org/ontology/Language  
Staatsgebiet,noun,n,Staatsgebiet,Staatsgebiete,Staatsgebiete,Staatsgebiete,Staatsgebietes,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Jahrhundert,noun,n,Jahrhundert,Jahrhunderte,Jahrhunderten,Jahrhundert,Jahrhunderts,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Nordwesten,noun,m,Nordwesten,—,Nordwesten,Nordwesten,Nordwestens,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/currency,	http://dbpedia.org/ontology/Country	,http://dbpedia.org/ontology/Currency  
Fürst,noun,m,Fürst,Fürsten,Fürsten,Fürsten,Fürsten,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location	,xsd:double                     
Amtssprache,noun,f,Amtssprache,Amtssprachen,Amtssprache,Amtssprache,Amtssprache,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/currency,	http://dbpedia.org/ontology/Country	,http://dbpedia.org/ontology/Currency  
Prozent,noun,n,Prozent,Prozente,Prozenten,Prozente,Prozents,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/currency,	http://dbpedia.org/ontology/Country	,http://dbpedia.org/ontology/Currency  
Regierungssitz,noun,m,Regierungssitz,Regierungssitze,Regierungssitzen,Regierungssitz,Regierungssitzes,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/timeZone,	http://dbpedia.org/ontology/Town	,xsd:string        
Monarchie,noun,f,Monarchie,Monarchien,Monarchie,Monarchie,Monarchie,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Vollform,noun,f,Vollform,Vollformen,Vollform,Vollform,Vollform,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location	,xsd:double                     
Bezeichnung,noun,f,Bezeichnung,Bezeichnungen,Bezeichnung,Bezeichnung,Bezeichnung,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/governmentType,	http://dbpedia.org/ontology/Country	,http://dbpedia.org/ontology/GovernmentType
Südosteuropa,noun,n,Südosteuropa,—,Südosteuropa,Südosteuropa,Südosteuropas,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/officialLanguage,	http://dbpedia.org/ontology/Country	,http://dbpedia.org/ontology/Language  
Ungar,noun,m,Ungar,Ungarn,Ungarn,Ungarn,Ungarn,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/officialLanguage,	http://dbpedia.org/ontology/Country	,http://dbpedia.org/ontology/Language  
Erde,noun,f,Erde,Erden,Erden,Erde,Erde,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Monarchie,noun,f,Monarchie,Monarchien,Monarchie,Monarchie,Monarchie,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/timeZone,	http://dbpedia.org/ontology/Town	,xsd:string        
Sowjetunion,noun,f,Sowjetunion,—,Sowjetunion,Sowjetunion,Sowjetunion,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Niederlande,noun,0,—,Niederlande,—,—,—,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/timeZone,	http://dbpedia.org/ontology/Town	,xsd:string        
Nordosten,noun,m,Nordosten,—,Nordosten,Nordosten,Nordostens,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/timeZone,	http://dbpedia.org/ontology/Town	,xsd:string        
Bundesrepublik,noun,f,Bundesrepublik,Bundesrepubliken,Bundesrepublik,Bundesrepublik,Bundesrepublik,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/timeZone,	http://dbpedia.org/ontology/Town	,xsd:string        
Kolonie,noun,f,Kolonie,Kolonien,Kolonie,Kolonie,Kolonie,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/timeZone,	http://dbpedia.org/ontology/Town	,xsd:string        
Staatsgebiet,noun,n,Staatsgebiet,Staatsgebiete,Staatsgebiete,Staatsgebiete,Staatsgebietes,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/currency,	http://dbpedia.org/ontology/Country	,http://dbpedia.org/ontology/Currency  
Küste,noun,f,Küste,Küsten,Küste,Küste,Küste,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/currency,	http://dbpedia.org/ontology/Country	,http://dbpedia.org/ontology/Currency  
Föderation,noun,f,Föderation,Föderationen,Föderation,Föderation,Föderation,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/currency,	http://dbpedia.org/ontology/Country	,http://dbpedia.org/ontology/Currency  
Kolonie,noun,f,Kolonie,Kolonien,Kolonie,Kolonie,Kolonie,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Verfassung,noun,f,Verfassung,Verfassungen,Verfassung,Verfassung,Verfassung,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Sohn,noun,m,Sohn,Söhne,Sohne,Söhne,Sohns,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Burenrepublik,noun,f,Burenrepublik,Burenrepubliken,Burenrepublik,Burenrepublik,Burenrepublik,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Zentrum,noun,n,Zentrum,Zentren,Zentrum,Zentrum,Zentrums,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/officialLanguage,	http://dbpedia.org/ontology/Country	,http://dbpedia.org/ontology/Language  
NATO,noun,f,NATO,—,NATO,NATO,NATO,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/officialLanguage,	http://dbpedia.org/ontology/Country	,http://dbpedia.org/ontology/Language  
Ukraine,noun,f,Ukraine,—,Ukraine,Ukraine,Ukraine,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/timeZone,	http://dbpedia.org/ontology/Town	,xsd:string        
Prozent,noun,n,Prozent,Prozente,Prozenten,Prozente,Prozents,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/timeZone,	http://dbpedia.org/ontology/Town	,xsd:string        
Amtssprache,noun,f,Amtssprache,Amtssprachen,Amtssprache,Amtssprache,Amtssprache,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/timeZone,	http://dbpedia.org/ontology/Town	,xsd:string        
Regierungssitz,noun,m,Regierungssitz,Regierungssitze,Regierungssitzen,Regierungssitz,Regierungssitzes,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/currency,	http://dbpedia.org/ontology/Country	,http://dbpedia.org/ontology/Currency  
Mitglied,noun,n,Mitglied,Mitglieder,Mitgliede,Mitglieder,Mitgliedes,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Küste,noun,f,Küste,Küsten,Küste,Küste,Küste,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/timeZone,	http://dbpedia.org/ontology/Town	,xsd:string        
Verfassung,noun,f,Verfassung,Verfassungen,Verfassung,Verfassung,Verfassung,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/timeZone,	http://dbpedia.org/ontology/Town	,xsd:string        
Schweiz,noun,f,Schweiz,Schweizen,Schweiz,Schweiz,Schweiz,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/currency,	http://dbpedia.org/ontology/Country	,http://dbpedia.org/ontology/Currency  
Niederlande,noun,0,—,Niederlande,—,—,—,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location	,xsd:double                     
Halbinsel,noun,f,Halbinsel,Halbinseln,Halbinsel,Halbinsel,Halbinsel,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/timeZone,	http://dbpedia.org/ontology/Town	,xsd:string        
Niederlande,noun,0,—,Niederlande,—,—,—,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/officialLanguage,	http://dbpedia.org/ontology/Country	,http://dbpedia.org/ontology/Language  
